날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2017-01-05,가루비누,"세탁용세제(LG테크),가루형,3.0kg",6680,동래구,8175,동래구,1495,22.38%,"7,428"
2017-01-05,간장,오복왕표 0.9ℓ 1병,6250,동래구,6260,동래구,10,0.16%,"6,255"
2017-01-05,고등어,30㎝정도 500g 1마리,3500,동래구,4000,동래구,500,14.29%,"3,750"
2017-01-05,달걀,오경슈퍼란60g정도 10개,4200,동래구,4500,동래구,300,7.14%,"4,350"
2017-01-05,닭고기,육계 1.0㎏,4000,동래구,4285,동래구,285,7.12%,"4,143"
2017-01-05,대파,1.0㎏,3685,동래구,4000,동래구,315,8.55%,"3,843"
2017-01-05,돼지고기,삼겹살 500g,5900,동래구,9800,동래구,3900,66.1%,"7,850"
2017-01-05,두부,500g 판두부(국산포장두부 420g) 1모,3849,동래구,4365,동래구,516,13.41%,"4,107"
2017-01-05,라면,신라면 120g 1봉지,650,동래구,676,동래구,26,4.0%,663
2017-01-05,맥주,하이트 500㎖ 1병,1330,동래구,2000,동래구,670,50.38%,"1,665"
2017-01-05,무,2.0㎏ 1개,2500,동래구,2519,동래구,19,0.76%,"2,510"
2017-01-05,밀가루,백설표 중력분1등2.5㎏,3400,동래구,3430,동래구,30,0.88%,"3,415"
2017-01-05,밀감,100g 정도10개,2900,동래구,3000,동래구,100,3.45%,"2,950"
2017-01-05,배,600g 정도 신고 10개,26000,동래구,37578,동래구,11578,44.53%,"31,789"
2017-01-05,배추,2.0㎏ 1포기,3500,동래구,3824,동래구,324,9.26%,"3,662"
2017-01-05,부엌용세제,참그린1.4㎏1봉리필용,4300,동래구,5720,동래구,1420,33.02%,"5,010"
2017-01-05,분말커피,맥심 스틱(커피믹스) 모카골드 100T,13850,동래구,14500,동래구,650,4.69%,"14,175"
2017-01-05,사과,300g정도 부사 10개,13799,동래구,19777,동래구,5978,43.32%,"16,788"
2017-01-05,사이다,칠성 PET병 1.5ℓ,2450,동래구,2450,동래구,0,0.0%,"2,450"
2017-01-05,설탕,백설표 정백당 1㎏,1620,동래구,1790,동래구,170,10.49%,"1,705"
2017-01-05,소주,시원소주 360㎖ 1병,1130,동래구,1130,동래구,0,0.0%,"1,130"
2017-01-05,쇠고기,한우등심 1등급 500g,42500,동래구,49000,동래구,6500,15.29%,"45,750"
2017-01-05,식용유,백설표콩기름1.8ℓ,4200,동래구,6950,동래구,2750,65.48%,"5,575"
2017-01-05,쌀,정미포장미 20㎏,29900,동래구,32600,동래구,2700,9.03%,"31,250"
2017-01-05,양파,1.0㎏-잎없는것,2000,동래구,2440,동래구,440,22.0%,"2,220"
2017-01-05,우유,부산우유 200㎖ 종이팩,730,동래구,730,동래구,0,0.0%,730
2017-01-05,참기름,오뚜기 320㎖ 1병,6600,동래구,7250,동래구,650,9.85%,"6,925"
2017-01-05,커피크림,동서 500g 리필용,2500,동래구,2550,동래구,50,2.0%,"2,525"
2017-01-05,콜라,코카콜라 PET병 1.8ℓ,2280,동래구,2862,동래구,582,25.53%,"2,571"
2017-01-05,화장지,뽀삐플러스30m×30롤(3겹),11980,동래구,18386,동래구,6406,53.47%,"15,183"
