날짜,품목,규격,최저가,최저가_지역,최고가,최고가_지역,가격차이,차이비율(%),금주평균가
2024-01-11,가루비누,"세탁용세제(LG테크),가루형,3.0kg",8175,남구,8925,남구,750,9.17%,"8,550"
2024-01-11,간장,오복왕표 0.9ℓ 1병,7147,남구,7147,남구,0,0.0%,"7,147"
2024-01-11,갈치,60cm정도 500g 1마리(냉동),7633,남구,13200,남구,5567,72.93%,"10,417"
2024-01-11,고등어,30㎝정도 500g 1마리,5600,남구,5714,남구,114,2.04%,"5,657"
2024-01-11,달걀,오경슈퍼란60g정도 10개,3990,남구,4280,남구,290,7.27%,"4,135"
2024-01-11,닭고기,육계 1.0㎏,8990,남구,10600,남구,1610,17.91%,"9,795"
2024-01-11,대파,1.0㎏,2980,남구,5544,남구,2564,86.04%,"4,262"
2024-01-11,돼지고기,삼겹살 500g,16800,남구,18450,남구,1650,9.82%,"17,625"
2024-01-11,두부,500g 판두부(국산포장두부 420g) 1모,3033,남구,5194,남구,2161,71.25%,"4,114"
2024-01-11,라면,신라면 120g 1봉지,780,남구,780,남구,0,0.0%,780
2024-01-11,맥주,하이트 500㎖ 1병,1660,남구,1820,남구,160,9.64%,"1,740"
2024-01-11,무,2.0㎏ 1개,2105,남구,3180,남구,1075,51.07%,"2,643"
2024-01-11,밀가루,백설표 중력분1등2.5㎏,4420,남구,4600,남구,180,4.07%,"4,510"
2024-01-11,밀감,100g 정도10개,4970,남구,9520,남구,4550,91.55%,"7,245"
2024-01-11,배,600g 정도 신고 10개,35800,남구,43176,남구,7376,20.6%,"39,488"
2024-01-11,배추,2.0㎏ 1포기,2480,남구,3490,남구,1010,40.73%,"2,985"
2024-01-11,부엌용세제,참그린1.4㎏1봉리필용,4165,남구,9500,남구,5335,128.09%,"6,833"
2024-01-11,분말커피,맥심 스틱(커피믹스) 모카골드 100T,16450,남구,16480,남구,30,0.18%,"16,465"
2024-01-11,사과,300g정도 부사 10개,16555,남구,32475,남구,15920,96.16%,"24,515"
